"DotumChe";45;True;False;1;0;1;1
32;401;2;31;60;31;0
33;803;303;6;52;31;13
34;886;303;13;22;31;9
35;32;126;28;52;31;2
36;947;64;26;57;31;3
37;679;64;29;52;31;1
38;2;64;30;53;31;1
39;953;303;4;22;31;14
40;337;303;15;58;31;6
41;354;303;15;58;31;5
42;229;303;24;41;31;4
43;907;243;27;46;31;2
44;743;303;7;60;31;12
45;417;303;26;32;31;2
46;761;303;7;52;31;12
47;108;303;21;55;31;5
48;283;188;26;52;31;3
49;463;303;16;51;31;5
50;170;188;27;51;31;2
51;696;126;27;52;31;2
52;551;126;28;51;31;2
53;725;126;27;52;31;2
54;507;188;26;52;31;3
55;282;243;26;51;31;3
56;754;126;27;52;31;2
57;581;126;27;52;31;2
58;786;303;7;46;31;12
59;752;303;7;54;31;12
60;52;303;26;45;31;3
61;131;303;27;38;31;2
62;80;303;26;45;31;3
63;62;126;28;52;31;2
64;577;2;31;56;31;0
65;431;64;29;52;31;1
66;92;126;28;52;31;2
67;857;64;28;53;31;2
68;199;188;26;52;31;3
69;451;188;26;52;31;3
70;589;243;25;52;31;3
71;406;126;27;53;31;2
72;227;188;26;52;31;3
73;811;303;6;52;31;13
74;803;243;24;53;31;3
75;896;126;27;52;31;3
76;670;243;25;52;31;4
77;563;188;26;52;31;3
78;697;243;25;52;31;3
79;493;126;27;53;31;2
80;479;188;26;52;31;3
81;34;64;28;56;31;2
82;367;188;26;52;31;3
83;737;64;28;53;31;2
84;2;126;28;52;31;2
85;2;188;26;53;31;3
86;160;64;30;52;31;1
87;276;64;30;52;31;1
88;400;64;29;52;31;1
89;96;64;30;52;31;1
90;462;64;29;52;31;1
91;498;303;13;58;31;8
92;738;2;32;52;31;0
93;513;303;13;58;31;10
94;575;303;32;22;31;0
95;544;2;31;57;31;0
96;939;303;12;17;31;8
97;667;126;27;52;31;3
98;311;188;26;52;31;3
99;610;126;27;52;31;3
100;591;188;26;52;31;3
101;255;188;26;52;31;3
102;318;303;17;52;31;7
103;833;2;27;60;31;2
104;395;188;26;52;31;3
105;795;303;6;52;31;13
106;624;303;11;60;31;8
107;643;243;25;52;31;4
108;819;303;6;52;31;13
109;339;188;26;52;31;3
110;27;303;23;52;31;4
111;839;126;27;52;31;2
112;192;64;26;60;31;3
113;710;64;25;60;31;3
114;481;303;15;52;31;8
115;616;243;25;52;31;4
116;445;303;16;52;31;8
117;2;303;23;52;31;4
118;535;188;26;52;31;3
119;64;64;30;52;31;1
120;724;243;25;52;31;3
121;248;64;26;60;31;3
122;562;243;25;52;31;3
123;959;243;21;58;31;4
124;778;303;6;58;31;13
125;936;243;21;58;31;6
126;371;303;26;33;31;3
127;114;243;26;51;31;3
128;86;243;26;51;31;3
129;983;188;26;51;31;3
130;703;188;26;51;31;3
131;647;188;26;51;31;3
132;955;188;26;51;31;3
133;759;188;26;51;31;3
134;899;188;26;51;31;3
135;871;188;26;51;31;3
136;478;243;26;51;31;3
137;675;188;26;51;31;3
138;226;243;26;51;31;3
139;142;243;26;51;31;3
140;506;243;26;51;31;3
141;927;188;26;51;31;3
142;422;243;26;51;31;3
143;843;188;26;51;31;3
144;198;243;26;51;31;3
145;534;243;26;51;31;3
146;58;243;26;51;31;3
147;366;243;26;51;31;3
148;731;188;26;51;31;3
149;254;243;26;51;31;3
150;310;243;26;51;31;3
151;338;243;26;51;31;3
152;30;243;26;51;31;3
153;2;243;26;51;31;3
154;394;243;26;51;31;3
155;815;188;26;51;31;3
156;170;243;26;51;31;3
157;450;243;26;51;31;3
158;619;188;26;51;31;3
159;787;188;26;51;31;3
160;959;303;0;0;0;0
161;770;303;6;60;60;27
162;308;64;27;57;31;3
163;337;64;29;53;31;1
164;891;2;31;52;60;15
165;368;64;30;51;31;1
166;860;303;5;60;31;13
167;148;126;24;60;60;18
168;867;303;17;17;60;22
169;924;2;31;52;31;0
170;528;303;22;34;60;19
171;160;303;25;41;31;3
172;982;243;31;39;31;0
173;679;303;18;32;60;21
174;225;2;45;53;60;8
175;840;303;18;17;31;7
176;901;303;13;18;60;5
177;434;2;37;50;60;12
178;699;303;20;28;60;6
179;721;303;20;28;60;6
180;925;303;12;18;60;25
181;122;126;24;60;31;4
182;708;2;28;60;60;15
183;916;303;7;33;60;27
184;281;303;16;60;60;23
185;827;303;11;28;60;7
186;552;303;21;34;60;20
187;255;303;24;41;31;4
188;58;2;54;57;60;4
189;2;2;54;57;60;4
190;114;2;54;57;60;4
191;648;2;28;60;60;16
192;555;64;29;52;31;1
193;648;64;29;52;31;1
194;586;64;29;52;31;1
195;617;64;29;52;31;1
196;493;64;29;52;31;1
197;524;64;29;52;31;1
198;170;2;53;52;60;2
199;678;2;28;60;31;2
200;58;188;26;53;31;4
201;114;188;26;53;31;4
202;925;126;26;53;31;4
203;30;188;26;53;31;4
204;665;303;12;52;31;10
205;609;303;13;52;31;11
206;208;303;19;52;31;6
207;299;303;17;52;31;7
208;358;2;41;52;60;8
209;423;188;26;52;31;3
210;827;64;28;53;31;2
211;797;64;28;53;31;2
212;917;64;28;53;31;2
213;887;64;28;53;31;2
214;767;64;28;53;31;2
215;473;2;37;49;60;12
216;272;2;41;53;60;10
217;783;126;26;54;31;3
218;639;126;26;54;31;3
219;868;126;26;54;31;3
220;811;126;26;54;31;3
221;128;64;30;52;31;1
222;975;64;28;52;60;17
223;989;2;30;53;60;17
224;522;126;27;53;31;2
225;377;126;27;53;31;2
226;174;126;27;53;31;2
227;435;126;27;53;31;2
228;261;126;27;53;31;2
229;464;126;27;53;31;2
230;315;2;41;53;60;11
231;220;64;26;60;31;3
232;142;188;26;53;31;2
233;86;188;26;53;31;2
234;981;126;26;53;31;2
235;953;126;26;53;31;2
236;651;303;12;52;31;10
237;637;303;12;52;31;11
238;187;303;19;52;31;6
239;399;303;16;52;31;8
240;957;2;30;53;60;16
241;881;243;24;52;31;4
242;232;126;27;53;31;2
243;290;126;27;53;31;2
244;348;126;27;53;31;2
245;203;126;27;53;31;2
246;319;126;27;53;31;2
247;610;2;36;47;60;13
248;772;2;30;55;60;16
249;855;243;24;53;31;4
250;777;243;24;53;31;4
251;829;243;24;53;31;4
252;751;243;24;53;31;4
253;804;2;27;60;31;2
254;512;2;30;60;60;16
255;862;2;27;60;31;2
