"Hachicro";24;False;False;1;0;1;1
32;460;174;8;32;8;0
33;342;174;12;28;16;0
34;406;174;20;16;24;0
35;32;2;28;28;32;0
36;2;92;28;28;32;0
37;272;92;28;28;32;0
38;332;32;28;28;32;0
39;470;174;12;16;16;0
40;342;122;16;28;20;0
41;414;122;16;28;20;0
42;302;62;28;28;32;0
43;152;32;28;28;32;0
44;306;122;16;32;20;0
45;122;122;28;20;32;0
46;314;174;12;28;16;0
47;152;122;20;28;24;0
48;182;62;28;28;32;0
49;378;122;16;28;20;0
50;452;32;28;28;32;0
51;362;32;28;28;32;0
52;272;62;28;28;32;0
53;242;92;28;28;32;0
54;152;92;28;28;32;0
55;362;2;28;28;32;0
56;272;32;28;28;32;0
57;242;32;28;28;32;0
58;428;174;12;24;16;0
59;370;174;12;28;16;0
60;240;122;20;28;24;0
61;92;122;28;24;32;0
62;196;122;20;28;24;0
63;62;62;28;28;32;0
64;32;92;28;28;32;0
65;392;92;28;28;32;0
66;92;92;28;28;32;0
67;32;122;28;28;32;0
68;92;32;28;28;32;0
69;152;62;28;28;32;0
70;32;32;28;28;32;0
71;362;62;28;28;32;0
72;362;92;28;28;32;0
73;262;122;20;28;24;0
74;92;62;28;28;32;0
75;62;92;28;28;32;0
76;422;2;28;28;32;0
77;122;2;28;28;32;0
78;452;2;28;28;32;0
79;62;32;28;28;32;0
80;152;2;28;28;32;0
81;2;62;28;28;32;0
82;92;2;28;28;32;0
83;332;92;28;28;32;0
84;392;32;28;28;32;0
85;212;92;28;28;32;0
86;122;62;28;28;32;0
87;212;2;28;28;32;0
88;212;62;28;28;32;0
89;182;32;28;28;32;0
90;272;2;28;28;32;0
91;360;122;16;28;20;0
92;392;62;28;28;32;0
93;396;122;16;28;20;0
94;384;174;20;16;24;0
95;182;2;28;28;32;0
96;442;174;16;16;20;0
97;452;62;28;28;32;0
98;392;2;28;28;32;0
99;122;92;28;28;32;0
100;422;62;28;28;32;0
101;32;62;28;28;32;0
102;242;62;28;28;32;0
103;242;2;28;28;32;0
104;62;122;28;28;32;0
105;328;174;12;28;16;0
106;218;122;20;28;24;0
107;302;2;28;28;32;0
108;324;122;16;28;20;0
109;212;32;28;28;32;0
110;332;62;28;28;32;0
111;422;92;28;28;32;0
112;2;122;28;28;32;0
113;62;2;28;28;32;0
114;2;32;28;28;32;0
115;2;2;28;28;32;0
116;422;32;28;28;32;0
117;302;92;28;28;32;0
118;452;92;28;28;32;0
119;332;2;28;28;32;0
120;302;32;28;28;32;0
121;122;32;28;28;32;0
122;182;92;28;28;32;0
123;174;122;20;28;24;0
124;356;174;12;28;16;0
125;284;122;20;28;24;0
126;366;156;24;16;28;0
127;158;174;24;16;28;0
128;80;174;24;16;28;0
129;106;174;24;16;28;0
130;314;156;24;16;28;0
131;54;156;24;16;28;0
132;210;174;24;16;28;0
133;262;156;24;16;28;0
134;158;156;24;16;28;0
135;80;156;24;16;28;0
136;432;122;24;16;28;0
137;184;156;24;16;28;0
138;28;174;24;16;28;0
139;262;174;24;16;28;0
140;236;156;24;16;28;0
141;106;156;24;16;28;0
142;444;156;24;16;28;0
143;28;156;24;16;28;0
144;2;174;24;16;28;0
145;288;174;24;16;28;0
146;458;122;24;16;28;0
147;418;156;24;16;28;0
148;210;156;24;16;28;0
149;54;174;24;16;28;0
150;236;174;24;16;28;0
151;470;156;24;16;28;0
152;132;174;24;16;28;0
153;184;174;24;16;28;0
